STUDENT NUMBER,FINISHED ASSIGNMENT,SCORE MIDTERM 1,SCORE MIDTERM 2,SCORE FINAL
765647,FALSE,82,75,88
348265,TRUE,86,66,94
628158,FALSE,87,78,76
271570,FALSE,79,95,83
748908,FALSE,72,65,77
266993,FALSE,80,52,73
935262,TRUE,52,76,90
406761,TRUE,69,57,55
175748,FALSE,71,98,87
890745,TRUE,91,76,67
319462,FALSE,70,76,99
413962,FALSE,62,69,92
275328,TRUE,77,78,71
171913,FALSE,61,81,88
234106,TRUE,66,73,73
150026,TRUE,73,100,88
110790,TRUE,77,96,56
964721,FALSE,73,94,52
694989,FALSE,91,87,71
829548,TRUE,62,85,96
311777,TRUE,86,85,98
909748,TRUE,100,84,70
871850,TRUE,94,84,69
588573,TRUE,69,85,55
859872,TRUE,99,84,61
743349,FALSE,90,85,72
851515,TRUE,80,53,66
371206,FALSE,91,64,58
305215,TRUE,73,62,68
833578,TRUE,96,54,81
693358,TRUE,88,96,89
316010,FALSE,69,97,56
207761,TRUE,90,66,78
951183,TRUE,62,78,85
524393,TRUE,80,56,64
921382,FALSE,54,62,52
974557,TRUE,83,56,77
471516,FALSE,79,62,96
292739,TRUE,67,78,87
611198,FALSE,71,65,64
226202,TRUE,80,95,85
663242,TRUE,51,97,88
745201,TRUE,56,83,78
947766,TRUE,86,91,68
885026,FALSE,55,90,71
544035,FALSE,81,85,80
223188,FALSE,92,74,75
662518,FALSE,66,97,69
977028,TRUE,53,90,96
831646,FALSE,71,65,97
418473,TRUE,54,60,84
147772,FALSE,77,60,88
191609,FALSE,98,74,86
141357,FALSE,57,75,57
928205,FALSE,85,100,80
786782,TRUE,51,61,57
426912,TRUE,86,100,56
520960,FALSE,79,55,82
450569,TRUE,83,53,62
464605,FALSE,50,84,80
853382,TRUE,86,87,54
388638,TRUE,55,89,78
460828,TRUE,51,50,61
259828,TRUE,73,54,66
664291,FALSE,74,55,96
163457,FALSE,74,77,81
712872,FALSE,51,66,95
330327,FALSE,96,72,97
520570,FALSE,82,72,81
772903,TRUE,80,84,55
699619,TRUE,87,57,81
347299,TRUE,68,77,72
856897,TRUE,79,75,87
345942,TRUE,66,97,51
670351,FALSE,97,79,98
403289,TRUE,80,85,63
565963,FALSE,75,73,80
183205,FALSE,72,91,74
302707,TRUE,54,91,88
227041,TRUE,57,71,67
363799,FALSE,90,85,71
627213,FALSE,54,70,64
587568,FALSE,51,86,82
516534,TRUE,65,84,65
223005,FALSE,95,64,73
907593,FALSE,99,63,95
115529,TRUE,51,90,100
527682,FALSE,80,72,54
701726,TRUE,55,69,95
393178,FALSE,90,96,94
281640,FALSE,60,75,57
496598,TRUE,89,95,53
454642,FALSE,87,62,75
711711,TRUE,61,86,74
213456,FALSE,89,65,96
974858,FALSE,88,76,50
557369,FALSE,77,63,66
402462,FALSE,56,83,94
219065,FALSE,94,85,98
186171,FALSE,79,55,59
735372,TRUE,61,67,57
934972,TRUE,78,75,68
418739,FALSE,93,60,66
606779,FALSE,90,60,86
991124,TRUE,95,53,50
279742,FALSE,78,71,58
930187,TRUE,84,55,98
639981,TRUE,87,66,58
288449,TRUE,92,68,70
920760,TRUE,61,69,70
100831,TRUE,95,89,66
211327,FALSE,65,62,85
809068,TRUE,82,85,90
591366,TRUE,85,88,70
804822,TRUE,86,67,91
333479,FALSE,99,51,68
988139,FALSE,79,87,66
509494,TRUE,80,95,82
766049,FALSE,83,93,62
359335,FALSE,75,70,75
916446,TRUE,91,69,64
266183,TRUE,70,57,82
597908,TRUE,55,73,70
997444,TRUE,52,52,97
950002,FALSE,80,92,88
853688,TRUE,59,65,62
706756,TRUE,70,65,59
830662,TRUE,92,96,90
708916,TRUE,54,60,94
559551,TRUE,92,87,98
659356,FALSE,56,87,76
562192,TRUE,90,69,96
718545,TRUE,50,58,72
896481,TRUE,96,66,87
356146,TRUE,79,98,73
211468,TRUE,60,87,59
440984,TRUE,70,85,98
745852,FALSE,57,52,54
280315,FALSE,71,58,78
587710,TRUE,77,96,56
408646,FALSE,83,87,69
565509,TRUE,71,87,77
431138,FALSE,94,89,82
997549,FALSE,90,73,99
530012,TRUE,50,64,55
195981,TRUE,52,56,91
792224,FALSE,64,73,95
141134,TRUE,68,71,86
711356,TRUE,78,94,74
952979,FALSE,92,85,78
865174,TRUE,57,80,74
285690,TRUE,59,74,97
264918,FALSE,100,92,95
397517,TRUE,72,88,87
354602,TRUE,98,100,66
902846,TRUE,60,54,61
711771,TRUE,82,86,93
803164,TRUE,99,99,82
446356,TRUE,80,71,93
698427,FALSE,76,51,96
635552,FALSE,80,66,86
776153,TRUE,73,86,56
184244,TRUE,69,63,63
759856,FALSE,92,89,68
860266,FALSE,83,98,68
143070,TRUE,91,54,61
204284,TRUE,89,50,87
372274,FALSE,70,67,83
870421,FALSE,53,57,96
792353,FALSE,93,80,88
566641,TRUE,87,89,81
676038,FALSE,97,75,73
135720,TRUE,69,68,62
269436,FALSE,100,80,81
502456,TRUE,52,76,86
219220,TRUE,70,89,68
490842,FALSE,59,86,58
362122,FALSE,53,82,64
380015,TRUE,68,80,80
630543,FALSE,51,61,83
857940,FALSE,58,52,85
187093,TRUE,91,60,63
370239,FALSE,90,83,82
346292,TRUE,100,69,100
996647,TRUE,75,60,100
393714,TRUE,84,78,63
757754,FALSE,84,88,91
873194,FALSE,91,78,57
375748,FALSE,53,91,94
664266,TRUE,87,56,93
398663,TRUE,76,55,89
992913,FALSE,62,83,96
256106,TRUE,71,59,88
106106,FALSE,71,80,95
782427,TRUE,76,93,60
203512,FALSE,95,56,91
446608,TRUE,68,63,56
286990,FALSE,77,62,63
729710,TRUE,91,72,54
809813,FALSE,93,89,100
452031,FALSE,96,74,51
539524,TRUE,71,72,59
879926,TRUE,80,80,100
771536,FALSE,73,58,70
320265,FALSE,57,80,97
656903,FALSE,88,80,100
142078,TRUE,61,85,94
447712,FALSE,100,64,92
630598,FALSE,66,74,82
537492,TRUE,64,56,69
276593,TRUE,72,58,91
894123,TRUE,60,93,84
509325,FALSE,92,74,92
859975,TRUE,91,96,78
705007,TRUE,97,99,50
553921,FALSE,98,77,51
671670,FALSE,55,66,61
904351,FALSE,51,61,62
638520,TRUE,76,55,53
967526,TRUE,77,94,63
947349,TRUE,56,93,66
186829,FALSE,53,88,86
638716,FALSE,51,59,72
366538,TRUE,62,97,54
652409,TRUE,67,94,100
526583,FALSE,86,62,51
492539,FALSE,84,100,72
468842,FALSE,52,86,68
361218,TRUE,60,54,70
434255,FALSE,97,75,55
295546,TRUE,90,72,88
788094,FALSE,74,53,91
162346,FALSE,63,90,86
845944,FALSE,67,59,71
938717,TRUE,52,85,97
668958,FALSE,92,61,84
401129,TRUE,63,98,95
193633,FALSE,75,93,61
732254,TRUE,58,93,69
485501,TRUE,58,71,98
513366,TRUE,60,90,78
641482,TRUE,61,74,82
614749,FALSE,90,90,73
172437,TRUE,94,66,94
378470,FALSE,55,74,79
672416,TRUE,96,89,63
404373,TRUE,74,63,79
686627,FALSE,86,69,74
697502,FALSE,70,61,90
470201,FALSE,83,78,75
689658,TRUE,81,93,66
270219,TRUE,57,81,97
163123,FALSE,77,83,97
418816,TRUE,56,93,78
427630,TRUE,71,89,65
829596,TRUE,79,78,97
685925,FALSE,79,64,100
808491,TRUE,55,67,91
154325,TRUE,50,89,70
265530,TRUE,85,85,99
264726,FALSE,50,59,66
644224,TRUE,67,97,98
755364,FALSE,53,58,60
671255,FALSE,78,50,60
626671,TRUE,92,51,61
837978,TRUE,57,53,99
311745,TRUE,62,74,70
549292,TRUE,80,74,66
233489,FALSE,92,78,68
949438,FALSE,51,86,69
988769,TRUE,56,50,59
871726,FALSE,63,64,71
454881,TRUE,74,95,94
335876,TRUE,93,79,82
810442,TRUE,100,99,50
710255,FALSE,64,94,57
158423,FALSE,68,68,96
594283,FALSE,82,70,80
394777,FALSE,62,88,93
645671,FALSE,53,92,92
883595,TRUE,62,91,50
420580,FALSE,78,87,69
618660,TRUE,91,72,82
294692,TRUE,73,84,69
852711,TRUE,53,97,68
248385,TRUE,59,62,63
613370,TRUE,89,50,94
650171,TRUE,99,60,60
305679,FALSE,79,93,98
148396,TRUE,61,79,57
415641,FALSE,65,61,53
980578,FALSE,65,58,75
230182,TRUE,98,98,71
754832,TRUE,75,87,74
938065,FALSE,93,50,87
286490,TRUE,96,76,59
546124,TRUE,83,51,99
131997,TRUE,60,64,71
517294,FALSE,58,94,99
783457,FALSE,53,68,99
736963,TRUE,68,56,68
264418,FALSE,89,83,60
382709,FALSE,78,53,85
943711,FALSE,60,100,50
210780,FALSE,94,53,77
657580,TRUE,53,80,83
286750,FALSE,61,67,66
311597,TRUE,57,72,78
759859,TRUE,66,79,99
738416,TRUE,64,99,83
987191,FALSE,69,100,90
671790,FALSE,65,63,71
699586,TRUE,89,60,89
658229,TRUE,55,83,91
637122,TRUE,73,71,73
865568,FALSE,68,94,52
762415,TRUE,77,83,66
444019,TRUE,93,89,99
779540,TRUE,69,77,59
702223,TRUE,71,52,51
867558,FALSE,66,98,89
990906,FALSE,67,64,78
411312,FALSE,90,97,97
674428,FALSE,94,67,89
385911,TRUE,66,72,93
833382,TRUE,86,72,81
325943,FALSE,54,96,64
686013,FALSE,74,93,69
383885,FALSE,58,53,70
256994,TRUE,80,54,96
848883,TRUE,98,91,61
540576,TRUE,83,78,82
622040,FALSE,52,78,86
635530,FALSE,68,92,80
697606,FALSE,82,92,61
768516,TRUE,93,99,62
935052,TRUE,94,82,77
782765,TRUE,87,67,68
896489,TRUE,81,75,69
130477,TRUE,78,92,99
329959,FALSE,89,92,96
376048,TRUE,59,71,83
578806,TRUE,99,61,95
281113,TRUE,99,93,82
966446,TRUE,51,98,72
502216,FALSE,91,70,52
954008,FALSE,64,61,63
973370,TRUE,85,64,68
394791,TRUE,56,58,59
850545,TRUE,50,70,52
435890,TRUE,56,72,91
746009,TRUE,92,58,97
645627,TRUE,81,98,99
461013,TRUE,61,83,61
448397,TRUE,78,85,98
660841,FALSE,78,97,70
160253,TRUE,82,96,54
563586,FALSE,69,79,68
205888,TRUE,55,93,92
258567,FALSE,87,81,61
721847,FALSE,70,83,90
402251,FALSE,99,82,76
113134,TRUE,90,91,88
602277,FALSE,60,51,94
370951,TRUE,50,91,91
645957,FALSE,75,87,68
250689,FALSE,80,58,89
213627,FALSE,97,79,64
814505,FALSE,76,77,81
555459,FALSE,93,83,62
526959,TRUE,83,86,62
490746,TRUE,61,80,54
589969,FALSE,81,55,75
941229,TRUE,84,100,99
571697,FALSE,53,58,63
708421,FALSE,92,59,83
136345,TRUE,79,59,85
657145,FALSE,89,89,91
814559,FALSE,51,88,55
319909,TRUE,61,68,52
725963,TRUE,74,98,85
532968,TRUE,94,53,98
548651,FALSE,72,84,98
546333,TRUE,51,99,81
384307,TRUE,89,95,87
448955,FALSE,80,93,91
229466,FALSE,94,70,97
400034,TRUE,71,79,65
404202,FALSE,74,62,60
871747,TRUE,77,81,95
175065,TRUE,60,100,66
253000,TRUE,95,61,83
212607,FALSE,61,68,83
204565,TRUE,61,82,69
560082,FALSE,53,64,73
244334,TRUE,61,75,92
255115,TRUE,53,60,71
586950,FALSE,93,88,95
329851,TRUE,99,72,54
590545,TRUE,62,80,70
779162,FALSE,56,52,81
568695,FALSE,65,92,87
740667,TRUE,57,98,60
756614,FALSE,56,93,94
845676,FALSE,62,96,97
979665,TRUE,76,70,97
344248,TRUE,67,75,76
943282,FALSE,78,57,57
169704,TRUE,67,97,87
315158,FALSE,58,68,90
330121,TRUE,52,59,60
441168,FALSE,98,99,78
775194,FALSE,53,100,52
429489,TRUE,86,83,66
938321,FALSE,61,86,85
577742,TRUE,51,54,93
539196,FALSE,56,58,60
132385,FALSE,58,68,77
391578,FALSE,66,56,87
207398,FALSE,80,54,78
993455,TRUE,77,100,50
414614,FALSE,57,52,67
182234,TRUE,69,100,77
686189,FALSE,72,100,98
924728,TRUE,83,80,85
299257,TRUE,85,90,82
817134,FALSE,53,66,68
409616,TRUE,54,100,72
909598,TRUE,70,83,50
904568,FALSE,97,90,65
523525,TRUE,86,99,64
995403,TRUE,55,94,96
880408,FALSE,53,70,76
304353,FALSE,61,99,98
137527,TRUE,68,98,53
341215,FALSE,90,55,98
577573,FALSE,73,96,83
329946,TRUE,98,58,64
414495,FALSE,81,71,93
604903,TRUE,83,86,74
922281,FALSE,82,55,95
626019,TRUE,95,64,66
975165,FALSE,73,68,89
922503,FALSE,56,97,62
981986,TRUE,86,77,54
844809,TRUE,56,58,75
821917,TRUE,60,85,59
641032,TRUE,73,72,54
906328,FALSE,52,82,62
198522,TRUE,90,91,62
935581,FALSE,88,92,55
615973,FALSE,80,93,61
795866,FALSE,70,64,64
784143,TRUE,96,56,67
552149,FALSE,72,75,84
297481,TRUE,69,51,65
398989,TRUE,86,90,69
471123,FALSE,99,97,99
732253,FALSE,56,56,81
593901,FALSE,66,99,68
405136,FALSE,70,86,76
508377,FALSE,81,82,54
291574,TRUE,54,96,83
945290,FALSE,52,100,78
768251,TRUE,87,63,99
318165,TRUE,67,79,57
700427,FALSE,50,63,60
180983,TRUE,60,73,60
624089,FALSE,63,90,62
728636,FALSE,62,86,95
600630,FALSE,54,83,89
579864,TRUE,75,82,82
574586,TRUE,61,54,70
790769,FALSE,74,99,60
436431,TRUE,74,94,99
807890,FALSE,64,79,76
555910,FALSE,87,53,85
782561,FALSE,88,74,94
741974,FALSE,93,67,86
491245,FALSE,61,80,70
339070,FALSE,80,72,55
871039,FALSE,82,51,86
303637,FALSE,51,87,65
454731,TRUE,95,83,63
437727,FALSE,90,70,61
477246,TRUE,86,62,53
176436,TRUE,76,58,78
503730,FALSE,59,81,82
144201,FALSE,76,84,81
274838,TRUE,50,53,82
139311,FALSE,79,100,84
880649,FALSE,83,64,74
315754,FALSE,72,91,90
447561,TRUE,70,59,50
524570,FALSE,85,74,56
203718,FALSE,88,100,74
734296,FALSE,100,67,75
244545,TRUE,68,55,100
798000,FALSE,63,99,84
292427,FALSE,58,93,82
749633,FALSE,83,88,63
710994,FALSE,72,60,83
470738,TRUE,53,93,60
619468,FALSE,95,57,87
751647,FALSE,51,80,86
998314,FALSE,59,61,50
897117,TRUE,96,87,55
420372,FALSE,56,94,75
562756,TRUE,67,55,61
202880,TRUE,100,72,77
415518,FALSE,56,67,95
535628,FALSE,71,60,60
185541,TRUE,73,61,57
631796,TRUE,55,88,95
454689,TRUE,98,53,79
343958,FALSE,81,65,52
928675,TRUE,97,82,64
549313,TRUE,61,63,93
843234,FALSE,78,55,60
498046,FALSE,80,90,89
430914,TRUE,82,97,71
359392,TRUE,69,100,54
403004,FALSE,56,99,85
142645,FALSE,73,72,74
857434,FALSE,94,91,97
768246,FALSE,74,69,52
190217,TRUE,88,69,93
622905,TRUE,82,90,74
808864,FALSE,51,76,84
485229,FALSE,68,81,78
710321,TRUE,54,84,79
536718,FALSE,50,53,93
298389,FALSE,77,61,66
960198,FALSE,53,100,95
826609,FALSE,92,72,99
818414,FALSE,68,61,51
834365,TRUE,55,81,83
228291,TRUE,87,56,68
773005,FALSE,93,59,94
632621,TRUE,60,71,52
631246,FALSE,52,86,94
351982,TRUE,97,87,86
866658,FALSE,99,87,96
230457,FALSE,86,69,67
658433,FALSE,53,78,76
939222,TRUE,94,70,77
731257,FALSE,77,70,57
164272,TRUE,100,55,60
388273,FALSE,71,89,86
130207,FALSE,74,93,57
442873,FALSE,71,95,95
524696,FALSE,60,57,75
548657,FALSE,58,60,69
349035,FALSE,78,50,52
383636,TRUE,53,60,81
847499,TRUE,53,85,90
604862,TRUE,73,60,52
494493,FALSE,92,64,59
993898,FALSE,68,68,84
812066,TRUE,67,55,87
181392,TRUE,61,77,94
941346,TRUE,85,96,98
648005,FALSE,79,80,62
975605,FALSE,57,58,76
176045,TRUE,97,71,94
953161,FALSE,85,72,98
308253,FALSE,98,60,78
137100,FALSE,59,51,74
363704,TRUE,98,91,86
266379,FALSE,72,67,91
551950,FALSE,88,50,73
886816,FALSE,100,57,53
707096,FALSE,90,100,100
828259,FALSE,76,65,52
101356,TRUE,74,90,88
962646,TRUE,78,52,94
439308,FALSE,78,96,57
595834,TRUE,81,90,76
493222,FALSE,85,69,84
520326,TRUE,54,65,53
284553,TRUE,97,59,52
105697,FALSE,71,61,50
540665,TRUE,92,56,74
924898,TRUE,60,93,91
829975,FALSE,77,64,68
979229,TRUE,76,75,65
263141,TRUE,75,65,81
508551,FALSE,64,90,98
478144,FALSE,82,95,85
205900,FALSE,57,55,95
194982,FALSE,93,77,60
238722,FALSE,94,94,98
676097,FALSE,67,77,53
952723,TRUE,100,58,78
393978,FALSE,89,76,81
659433,TRUE,83,69,76
670098,TRUE,84,61,60
550084,TRUE,64,68,58
665545,FALSE,77,65,54
501037,TRUE,78,96,70
433985,FALSE,95,65,80
314052,FALSE,67,79,52
963746,TRUE,51,64,92
928594,FALSE,56,100,59
649948,FALSE,56,78,88
612796,TRUE,62,79,52
781071,FALSE,51,96,57
367452,FALSE,72,59,58
659511,FALSE,56,56,67
619386,TRUE,63,59,53
345248,TRUE,76,86,82
865957,FALSE,69,72,91
444954,FALSE,73,85,54
143270,TRUE,87,60,80
698227,TRUE,75,53,92
631965,FALSE,63,85,68
260610,TRUE,64,78,98
731641,FALSE,85,75,59
898587,TRUE,67,53,59
966368,FALSE,95,71,69
946093,TRUE,57,55,63
452914,TRUE,69,93,86
461887,TRUE,57,56,85
923838,TRUE,73,76,64
524259,FALSE,96,97,88
652748,TRUE,65,83,80
517065,FALSE,85,99,61
718539,FALSE,56,72,77
621702,FALSE,90,61,56
855116,FALSE,69,87,59
331572,FALSE,82,60,86
510497,FALSE,96,78,94
435835,FALSE,80,92,50
433915,TRUE,73,87,73
648135,TRUE,54,73,73
327824,TRUE,65,65,96
841041,FALSE,53,87,85
442316,FALSE,95,60,89
372676,FALSE,79,100,79
112576,TRUE,97,79,82
660784,TRUE,57,68,66
549557,FALSE,57,88,89
602291,FALSE,69,58,85
579752,TRUE,96,78,71
221518,TRUE,53,70,71
933387,TRUE,99,83,61
487558,FALSE,100,60,69
191831,TRUE,77,61,100
785546,FALSE,59,64,52
447268,TRUE,54,81,79
510550,FALSE,78,75,56
945763,TRUE,86,90,56
937486,FALSE,54,64,68
945783,TRUE,93,66,60
930978,TRUE,86,93,79
392832,FALSE,52,66,57
933388,TRUE,80,82,63
495985,TRUE,70,79,54
256879,TRUE,94,71,73
535190,TRUE,53,50,84
924519,TRUE,88,99,67
871862,TRUE,61,75,61
918918,TRUE,60,75,82
796146,TRUE,83,97,100
766481,FALSE,74,84,74
394445,TRUE,93,81,54
120580,FALSE,68,85,73
755731,TRUE,51,52,55
763279,FALSE,83,100,70
966468,FALSE,52,95,69
140756,TRUE,85,79,61
759523,FALSE,88,66,91
204390,FALSE,67,86,100
309783,FALSE,88,83,65
851405,FALSE,88,91,80
783063,FALSE,62,60,77
127026,TRUE,82,51,95
597991,TRUE,86,65,85
768449,FALSE,81,53,93
712868,FALSE,96,79,89
174417,FALSE,64,75,91
783798,FALSE,67,62,72
693667,FALSE,73,92,50
619861,TRUE,60,73,73
604758,TRUE,53,98,57
313564,TRUE,69,58,69
714456,TRUE,76,85,50
350072,TRUE,60,52,55
612499,FALSE,69,90,67
832016,FALSE,96,85,62
976971,TRUE,88,74,62
184498,FALSE,62,72,91
788910,TRUE,60,61,60
806421,FALSE,62,56,92
341966,FALSE,61,96,84
889197,TRUE,65,59,54
751515,FALSE,93,75,54
204362,FALSE,76,70,67
669504,FALSE,57,98,53
757432,TRUE,97,87,92
730794,FALSE,68,97,60
562675,FALSE,84,93,61
954062,FALSE,96,100,62
584704,FALSE,100,58,82
826109,TRUE,87,72,77
106866,FALSE,77,100,62
151345,TRUE,87,58,59
246411,TRUE,89,50,69
664326,FALSE,82,61,58
373765,FALSE,82,93,81
770584,FALSE,83,57,100
516931,TRUE,89,67,98
524616,FALSE,75,86,87
521854,FALSE,79,73,73
371032,FALSE,69,61,92
908158,FALSE,99,68,91
465442,FALSE,51,55,59
351872,TRUE,74,73,67
695614,TRUE,88,76,76
558697,TRUE,60,51,90
189948,TRUE,95,69,76
806476,TRUE,67,58,50
688155,TRUE,77,69,69
708010,FALSE,75,61,90
846043,FALSE,63,80,93
948381,TRUE,62,50,93
654972,FALSE,79,90,57
266641,TRUE,59,76,62
748244,TRUE,57,73,73
235160,FALSE,59,68,61
782416,TRUE,55,73,73
836195,FALSE,71,92,99
653797,FALSE,65,74,63
538595,FALSE,95,75,87
543446,TRUE,91,70,57
487966,FALSE,86,92,60
158127,FALSE,91,77,71
832300,TRUE,92,90,71
950613,FALSE,74,61,53
298492,FALSE,59,71,60
567932,TRUE,92,55,85
386557,TRUE,64,80,96
154820,FALSE,91,89,88
129538,FALSE,84,81,53
302185,FALSE,95,69,98
956341,TRUE,86,84,93
625818,FALSE,59,75,88
838077,FALSE,92,85,93
196769,FALSE,78,97,70
237756,FALSE,58,98,86
374321,TRUE,71,98,82
508649,FALSE,64,88,93
634224,TRUE,65,70,94
518328,FALSE,73,85,78
234330,FALSE,93,70,59
410057,FALSE,52,93,90
431693,FALSE,80,73,72
364810,FALSE,100,87,97
464877,FALSE,52,63,61
675716,TRUE,91,70,61
576573,FALSE,50,66,96
106236,TRUE,76,72,84
439359,FALSE,54,71,79
505551,TRUE,93,65,55
629039,FALSE,78,52,83
583755,TRUE,67,76,75
590490,TRUE,89,51,79
536481,TRUE,79,68,70
113742,FALSE,58,74,72
801965,TRUE,56,86,62
888088,FALSE,77,80,98
870988,FALSE,57,51,88
670966,TRUE,50,59,97
483583,TRUE,68,94,91
733872,FALSE,65,57,67
526609,TRUE,52,57,65
748454,FALSE,83,78,56
924835,TRUE,51,78,55
411008,FALSE,88,54,85
482159,FALSE,97,56,69
569105,FALSE,74,98,87
222958,TRUE,68,90,52
908512,TRUE,88,68,95
802048,FALSE,68,100,65
541122,FALSE,94,68,64
813370,FALSE,54,91,76
751405,FALSE,96,64,65
383492,TRUE,56,91,64
959166,TRUE,95,82,80
165871,FALSE,98,64,67
194986,TRUE,57,72,99
751352,FALSE,83,78,72
901517,TRUE,76,51,96
543006,FALSE,62,79,62
125073,FALSE,71,78,90
459743,FALSE,89,80,53
209276,TRUE,65,96,75
401064,FALSE,96,57,56
219158,TRUE,62,84,64
345142,FALSE,54,70,85
797989,FALSE,68,65,87
465424,TRUE,96,88,65
332988,TRUE,84,68,93
151484,TRUE,80,73,94
450072,FALSE,87,62,71
438082,TRUE,56,79,94
558774,FALSE,85,98,75
598235,FALSE,82,62,81
722464,TRUE,61,78,80
630591,FALSE,56,95,64
664942,FALSE,97,81,63
444698,FALSE,52,94,90
360678,FALSE,86,65,69
763039,TRUE,65,63,75
845938,FALSE,57,74,52
211408,TRUE,76,58,60
519104,TRUE,69,72,83
145264,TRUE,90,89,94
505815,TRUE,78,82,98
270308,FALSE,56,78,70
641171,FALSE,54,93,56
670029,TRUE,54,95,72
483913,TRUE,81,82,86
446346,TRUE,89,82,90
760240,FALSE,52,53,63
641733,TRUE,88,67,56
769825,FALSE,62,88,60
409715,FALSE,100,77,92
933285,TRUE,51,58,86
309302,FALSE,79,94,93
397033,FALSE,86,76,72
437051,FALSE,63,59,79
119758,FALSE,52,58,88
612271,FALSE,62,79,83
547195,TRUE,69,78,76
238011,TRUE,69,92,71
406155,FALSE,94,58,52
881814,FALSE,100,53,93
275846,TRUE,54,70,92
597703,TRUE,99,88,67
950020,FALSE,55,85,54
900741,FALSE,100,71,60
278650,FALSE,95,95,77
999467,TRUE,80,80,67
828426,TRUE,68,64,87
636971,FALSE,96,67,66
313314,TRUE,68,54,96
618439,TRUE,94,67,85
396356,FALSE,95,51,96
341586,TRUE,98,70,52
523775,FALSE,89,87,55
620692,TRUE,97,74,82
753596,FALSE,81,67,95
141094,TRUE,51,75,89
637124,TRUE,61,71,98
164838,FALSE,88,50,99
648093,TRUE,84,81,91
390637,FALSE,86,75,77
740165,FALSE,68,56,92
213002,FALSE,67,78,55
306160,FALSE,79,90,89
423668,FALSE,70,70,72
985598,FALSE,60,97,94
480298,FALSE,97,94,90
372137,FALSE,99,95,74
728060,TRUE,69,94,85
790983,TRUE,73,81,68
459175,TRUE,71,52,56
302045,FALSE,71,99,65
517691,FALSE,67,76,64
735511,TRUE,61,53,85
443795,TRUE,61,65,85
203665,TRUE,53,74,69
740546,FALSE,60,79,61
121791,TRUE,74,86,72
245602,TRUE,86,53,50
929895,TRUE,90,67,62
388708,FALSE,100,93,69
446524,FALSE,56,84,76
186930,FALSE,88,52,70
280456,TRUE,72,81,58
214813,TRUE,69,81,62
789739,TRUE,60,57,71
112894,FALSE,78,72,75
285112,TRUE,66,51,67
487081,FALSE,54,67,74
982349,FALSE,76,50,54
176834,FALSE,71,89,71
469349,TRUE,54,88,71
126624,FALSE,64,51,72
927906,FALSE,63,74,92
864278,FALSE,84,94,89
140602,FALSE,53,77,72
732207,TRUE,55,57,63
423785,FALSE,81,100,57
642919,FALSE,78,100,84
218661,FALSE,76,92,94
484185,FALSE,72,56,72
226225,FALSE,51,54,73
734676,FALSE,63,96,96
374474,FALSE,83,52,79
365071,TRUE,86,87,50
675319,TRUE,88,70,66
757707,TRUE,98,82,64
453505,TRUE,76,92,60
173447,TRUE,72,75,50
428073,TRUE,53,71,68
802308,TRUE,73,50,83
901395,TRUE,80,83,62
328151,FALSE,57,54,84
242486,FALSE,61,96,74
813290,FALSE,73,88,89
567441,TRUE,64,67,97
877620,FALSE,66,59,71
281082,TRUE,80,93,88
511104,TRUE,60,57,63
839735,FALSE,60,82,64
586587,TRUE,64,69,70
689598,FALSE,78,98,87
234786,FALSE,68,51,96
943706,TRUE,73,86,53
707871,FALSE,55,98,69
738008,TRUE,74,59,88
448877,TRUE,79,82,82
833640,TRUE,91,73,85
846204,TRUE,65,61,81
179192,FALSE,71,87,81
979284,FALSE,77,88,90
376030,FALSE,87,78,76
281529,TRUE,50,53,60
430189,TRUE,92,93,52
819622,TRUE,100,62,71
502573,FALSE,80,90,88
846572,TRUE,77,51,85
419002,FALSE,63,67,91
228311,TRUE,62,60,51
337158,TRUE,60,63,60
577288,TRUE,94,51,61
250064,TRUE,71,71,86
375139,FALSE,53,98,57
570696,TRUE,63,54,63
838758,FALSE,59,60,56
653065,FALSE,85,66,90
930684,TRUE,83,86,69
281151,TRUE,82,67,98
458616,FALSE,72,73,90
645082,TRUE,68,95,66
102096,TRUE,79,100,60
301813,FALSE,90,71,94
356959,TRUE,60,64,50
738960,FALSE,80,75,98
231960,TRUE,95,86,57
284401,FALSE,77,75,90
137728,FALSE,53,51,79
517468,TRUE,66,51,100
865959,TRUE,61,99,71
875221,FALSE,97,98,98
924069,TRUE,96,98,62
661449,TRUE,88,71,54
